"Chimp","Partner","Condition","Session","Trial_New","nr","Food","Subject_1","Partner_2","Subject_3","Strong_Evidence_Subject","Strong_Evidence_Partner"
"Kidogo","Namukisa","Subject +, Partner +",1,"Filler_PC4",14,"Back",NA,"Back",NA,NA,"Back"
"Kidogo","Namukisa","Subject +, Partner +",1,"Filler_PE1",14,"Back",NA,"Back","Back",NA,"Back"
"Kidogo","Namukisa","Subject +, Partner +",1,"Filler_PE2",14,"Front",NA,"Front","Back",NA,"Front"
"Kidogo","Namukisa","Subject +, Partner +",1,"Filler_PE3",14,"Back",NA,"Back","Back",NA,"Back"
"Kidogo","Namukisa","Subject +, Partner +",1,"Filler_PE4",14,"Back",NA,"Back","Back",NA,"Back"
"Kidogo","Namukisa","Subject +, Partner +",1,"Trial_1",14,"Front","Front","Back","Front","Front","Back"
"Kidogo","Namukisa","Subject +, Partner +",1,"Trial_2",14,"Front","Front","Back","Back","Front","Back"
"Kidogo","Namukisa","Subject +, Partner +",1,"Trial_3",14,"Back","Back","Front","Back","Back","Front"
"Kidogo","Namukisa","Subject +, Partner +",1,"Trial_4",14,"Back","Back","Front","Back","Back","Front"
"Kidogo","Namukisa","Subject +, Partner +",1,"Trial_5",14,"Front","Front","Back","Front","Front","Back"
"Kidogo","Namukisa","Subject +, Partner +",1,"Trial_6",14,"Back","Back","Front","Back","Back","Front"
"Kidogo","Namukisa","Subject +, Partner +",1,"Trial_7",14,"Back","Back","Front","Back","Back","Front"
"Kidogo","Namukisa","Subject +, Partner +",1,"Trial_8",14,"Front","Front","Back","Front","Front","Back"
"Kidogo","Namukisa","Subject +, Partner -",2,"Filler_PC1",14,"Back",NA,"Back",NA,NA,"Back"
"Kidogo","Namukisa","Subject +, Partner -",2,"Filler_PC2",14,"Front",NA,"Front",NA,NA,"Front"
"Kidogo","Namukisa","Subject +, Partner -",2,"Filler_PC3",14,"Back",NA,"Back",NA,NA,"Back"
"Kidogo","Namukisa","Subject +, Partner -",2,"Filler_PC4",14,"Back",NA,"Back",NA,NA,"Back"
"Kidogo","Namukisa","Subject +, Partner -",2,"Filler_PE1",14,"Front",NA,"Front","Front",NA,"Front"
"Kidogo","Namukisa","Subject +, Partner -",2,"Filler_PE2",14,"Back",NA,"Back","Back",NA,"Back"
"Kidogo","Namukisa","Subject +, Partner -",2,"Filler_PE3",14,"Front",NA,"Front","Front",NA,"Front"
"Kidogo","Namukisa","Subject +, Partner -",2,"Filler_PE4",14,"Back",NA,"Back","Back",NA,"Back"
"Kidogo","Namukisa","Subject +, Partner -",2,"Trial_1",14,"Back","Back","Front","Back","Back","None"
"Kidogo","Namukisa","Subject +, Partner -",2,"Trial_2",14,"Back","Back","Front","Back","Back","None"
"Kidogo","Namukisa","Subject +, Partner -",2,"Trial_3",14,"Front","Front","Back","Front","Front","None"
"Kidogo","Namukisa","Subject +, Partner -",2,"Trial_4",14,"Front","Front","Back","Front","Front","None"
"Kidogo","Namukisa","Subject +, Partner -",2,"Trial_5",14,"Back","Back","Front","Back","Back","None"
"Kidogo","Namukisa","Subject +, Partner -",2,"Trial_6",14,"Front","Front","Back","Front","Front","None"
"Kidogo","Namukisa","Subject +, Partner -",2,"Trial_7",14,"Front","Front","Back","Front","Front","None"
"Kidogo","Namukisa","Subject +, Partner -",2,"Trial_8",14,"Back","Back","Front","Back","Back","None"
"Kidogo","Namukisa","Subject -, Partner +",4,"Filler_PC1",14,"Back",NA,"Back",NA,NA,"Back"
"Kidogo","Namukisa","Subject -, Partner +",4,"Filler_PC2",14,"Back",NA,"Back",NA,NA,"Back"
"Kidogo","Namukisa","Subject -, Partner +",4,"Filler_PC3",14,"Back",NA,"Back",NA,NA,"Back"
"Kidogo","Namukisa","Subject -, Partner +",4,"Filler_PC4",14,"Front",NA,"Front",NA,NA,"Front"
"Kidogo","Namukisa","Subject -, Partner +",4,"Filler_PE1",14,"Front",NA,"Front","Back",NA,"Front"
"Kidogo","Namukisa","Subject -, Partner +",4,"Filler_PE2",14,"Front",NA,"Front","Front",NA,"Front"
"Kidogo","Namukisa","Subject -, Partner +",4,"Filler_PE3",14,"Front",NA,"Front","Back",NA,"Front"
"Kidogo","Namukisa","Subject -, Partner +",4,"Filler_PE4",14,"Back",NA,"Back","Back",NA,"Back"
"Kidogo","Namukisa","Subject -, Partner +",4,"Trial_1",14,"Front","Back","Front","Front","None","Front"
"Kidogo","Namukisa","Subject -, Partner +",4,"Trial_2",14,"Front","Back","Front","Back","None","Front"
"Kidogo","Namukisa","Subject -, Partner +",4,"Trial_3",14,"Back","Front","Back","Back","None","Back"
"Kidogo","Namukisa","Subject -, Partner +",4,"Trial_4",14,"Front","Back","Front","Back","None","Front"
"Kidogo","Namukisa","Subject -, Partner +",4,"Trial_5",14,"Front","Back","Front","Back","None","Front"
"Kidogo","Namukisa","Subject -, Partner +",4,"Trial_6",14,"Back","Front","Back","Front","None","Back"
"Kidogo","Namukisa","Subject -, Partner +",4,"Trial_7",14,"Front","Back","Front","Back","None","Front"
"Kidogo","Namukisa","Subject -, Partner +",4,"Trial_8",14,"Back","Front","Back","Front","None","Back"
"Kidogo","Namukisa","Subject -, Partner -",3,"Filler_PC1",14,"Front",NA,"Front",NA,NA,"Front"
"Kidogo","Namukisa","Subject -, Partner -",3,"Filler_PC2",14,"Back",NA,"Back",NA,NA,"Back"
"Kidogo","Namukisa","Subject -, Partner -",3,"Filler_PC3",14,"Front",NA,"Front",NA,NA,"Front"
"Kidogo","Namukisa","Subject -, Partner -",3,"Filler_PC4",14,"Back",NA,"Back",NA,NA,"Back"
"Kidogo","Namukisa","Subject -, Partner -",3,"Filler_PE1",14,"Back",NA,"Back","Back",NA,"Back"
"Kidogo","Namukisa","Subject -, Partner -",3,"Filler_PE2",14,"Front",NA,"Front","Front",NA,"Front"
"Kidogo","Namukisa","Subject -, Partner -",3,"Filler_PE3",14,"Back",NA,"Back","Back",NA,"Back"
"Kidogo","Namukisa","Subject -, Partner -",3,"Filler_PE4",14,"Front",NA,"Front","Back",NA,"Front"
"Kidogo","Namukisa","Subject -, Partner -",3,"Trial_1",14,NA,"Back","Front","Back","None","None"
"Kidogo","Namukisa","Subject -, Partner -",3,"Trial_2",14,NA,"Front","Back","Front","None","None"
"Kidogo","Namukisa","Subject -, Partner -",3,"Trial_3",14,"Front","Back","Front","Back","None","None"
"Kidogo","Namukisa","Subject -, Partner -",3,"Trial_4",14,"Front","Back","Front","Back","None","None"
"Kidogo","Namukisa","Subject -, Partner -",3,"Trial_5",14,NA,"Back","Front","Back","None","None"
"Kidogo","Namukisa","Subject -, Partner -",3,"Trial_6",14,"Front","Front","Back","Front","None","None"
"Kidogo","Namukisa","Subject -, Partner -",3,"Trial_7",14,NA,"Back","Front","Back","None","None"
"Kidogo","Namukisa","Subject -, Partner -",3,"Trial_8",14,"Front","Back","Front","Back","None","None"
"Kisembo","Namukisa","Subject +, Partner +",1,"Filler_PC1",15,"Front",NA,"Front",NA,NA,"Front"
"Kisembo","Namukisa","Subject +, Partner +",1,"Filler_PC2",15,"Back",NA,"Back",NA,NA,"Back"
"Kisembo","Namukisa","Subject +, Partner +",1,"Filler_PC3",15,"Front",NA,"Front",NA,NA,"Front"
"Kisembo","Namukisa","Subject +, Partner +",1,"Filler_PC4",15,"Back",NA,"Back",NA,NA,"Back"
"Kisembo","Namukisa","Subject +, Partner +",1,"Filler_PE1",15,"Back",NA,"Back","Back",NA,"Back"
"Kisembo","Namukisa","Subject +, Partner +",1,"Filler_PE2",15,"Front",NA,"Front","Front",NA,"Front"
"Kisembo","Namukisa","Subject +, Partner +",1,"Filler_PE3",15,"Back",NA,"Back","Back",NA,"Back"
"Kisembo","Namukisa","Subject +, Partner +",1,"Filler_PE4",15,"Front",NA,"Front","Back",NA,"Front"
"Kisembo","Namukisa","Subject +, Partner +",1,"Trial_1",15,"Front","Front","Back","Front","Front","Back"
"Kisembo","Namukisa","Subject +, Partner +",1,"Trial_2",15,"Front","Front","Back","Front","Front","Back"
"Kisembo","Namukisa","Subject +, Partner +",1,"Trial_3",15,"Back","Back","Front","Back","Back","Front"
"Kisembo","Namukisa","Subject +, Partner +",1,"Trial_4",15,"Back","Back","Front","Back","Back","Front"
"Kisembo","Namukisa","Subject +, Partner +",1,"Trial_5",15,"Front","Back","Front","Front","Front","Back"
"Kisembo","Namukisa","Subject +, Partner +",1,"Trial_6",15,"Back","Back","Front","Back","Back","Front"
"Kisembo","Namukisa","Subject +, Partner +",1,"Trial_7",15,"Back","Back","Front","Back","Back","Front"
"Kisembo","Namukisa","Subject +, Partner +",1,"Trial_8",15,"Front","Front","Back","Front","Front","Back"
"Kisembo","Namukisa","Subject +, Partner -",4,"Filler_PC1",15,"Back",NA,"Back",NA,NA,"Back"
"Kisembo","Namukisa","Subject +, Partner -",4,"Filler_PC2",15,"Back",NA,"Back",NA,NA,"Back"
"Kisembo","Namukisa","Subject +, Partner -",4,"Filler_PC3",15,"Back",NA,"Back",NA,NA,"Back"
"Kisembo","Namukisa","Subject +, Partner -",4,"Filler_PC4",15,"Front",NA,"Front",NA,NA,"Front"
"Kisembo","Namukisa","Subject +, Partner -",4,"Filler_PE1",15,"Front",NA,"Front","Front",NA,"Front"
"Kisembo","Namukisa","Subject +, Partner -",4,"Filler_PE2",15,"Front",NA,"Front","Back",NA,"Front"
"Kisembo","Namukisa","Subject +, Partner -",4,"Filler_PE3",15,"Front",NA,"Front","Back",NA,"Front"
"Kisembo","Namukisa","Subject +, Partner -",4,"Filler_PE4",15,"Front",NA,"Front","Back",NA,"Front"
"Kisembo","Namukisa","Subject +, Partner -",4,"Trial_1",15,"Back","Back","Front","Back","Back","None"
"Kisembo","Namukisa","Subject +, Partner -",4,"Trial_2",15,"Back","Back","Front","Back","Back","None"
"Kisembo","Namukisa","Subject +, Partner -",4,"Trial_3",15,"Front","Front","Back","Back","Front","None"
"Kisembo","Namukisa","Subject +, Partner -",4,"Trial_4",15,"Front","Front","Back","Back","Front","None"
"Kisembo","Namukisa","Subject +, Partner -",4,"Trial_5",15,"Back","Back","Front","Back","Back","None"
"Kisembo","Namukisa","Subject +, Partner -",4,"Trial_6",15,"Front","Back","Front","Back","Front","None"
"Kisembo","Namukisa","Subject +, Partner -",4,"Trial_7",15,"Front","Front","Back","Front","Front","None"
"Kisembo","Namukisa","Subject +, Partner -",4,"Trial_8",15,"Back","Back","Front","Back","Back","None"
"Kisembo","Namukisa","Subject -, Partner +",2,"Filler_PC1",15,"Back",NA,"Back",NA,NA,"Back"
"Kisembo","Namukisa","Subject -, Partner +",2,"Filler_PC2",15,"Front",NA,"Front",NA,NA,"Front"
"Kisembo","Namukisa","Subject -, Partner +",2,"Filler_PC3",15,"Back",NA,"Back",NA,NA,"Back"
"Kisembo","Namukisa","Subject -, Partner +",2,"Filler_PC4",15,"Back",NA,"Back",NA,NA,"Back"
"Kisembo","Namukisa","Subject -, Partner +",2,"Filler_PE1",15,"Front",NA,"Front","Front",NA,"Front"
"Kisembo","Namukisa","Subject -, Partner +",2,"Filler_PE2",15,"Back",NA,"Back","Front",NA,"Back"
"Kisembo","Namukisa","Subject -, Partner +",2,"Filler_PE3",15,"Front",NA,"Front","Back",NA,"Front"
"Kisembo","Namukisa","Subject -, Partner +",2,"Filler_PE4",15,"Back",NA,"Back","Back",NA,"Back"
"Kisembo","Namukisa","Subject -, Partner +",2,"Trial_1",15,"Back","Front","Back","Front","None","Back"
"Kisembo","Namukisa","Subject -, Partner +",2,"Trial_2",15,"Front","Front","Back","Front","None","Front"
"Kisembo","Namukisa","Subject -, Partner +",2,"Trial_3",15,"Front","Back","Front","Back","None","Front"
"Kisembo","Namukisa","Subject -, Partner +",2,"Trial_4",15,"Back","Front","Back","Back","None","Back"
"Kisembo","Namukisa","Subject -, Partner +",2,"Trial_5",15,"Front","Back","Front","Back","None","Front"
"Kisembo","Namukisa","Subject -, Partner +",2,"Trial_6",15,"Front","Back","Front","Back","None","Front"
"Kisembo","Namukisa","Subject -, Partner +",2,"Trial_7",15,"Front","Back","Front","Back","None","Front"
"Kisembo","Namukisa","Subject -, Partner +",2,"Trial_8",15,"Front","Back","Front","Back","None","Front"
"Kisembo","Namukisa","Subject -, Partner -",3,"Filler_PC1",15,"Front",NA,"Front",NA,NA,"Front"
"Kisembo","Namukisa","Subject -, Partner -",3,"Filler_PC2",15,"Back",NA,"Back",NA,NA,"Back"
"Kisembo","Namukisa","Subject -, Partner -",3,"Filler_PC3",15,"Front",NA,"Front",NA,NA,"Front"
"Kisembo","Namukisa","Subject -, Partner -",3,"Filler_PC4",15,"Back",NA,"Back",NA,NA,"Back"
"Kisembo","Namukisa","Subject -, Partner -",3,"Filler_PE1",15,"Back",NA,"Back","Back",NA,"Back"
"Kisembo","Namukisa","Subject -, Partner -",3,"Filler_PE2",15,"Front",NA,"Front","Back",NA,"Front"
"Kisembo","Namukisa","Subject -, Partner -",3,"Filler_PE3",15,"Back",NA,"Back","Back",NA,"Back"
"Kisembo","Namukisa","Subject -, Partner -",3,"Filler_PE4",15,"Front",NA,"Front","Back",NA,"Front"
"Kisembo","Namukisa","Subject -, Partner -",3,"Trial_1",15,"Front","Back","Front","Back","None","None"
"Kisembo","Namukisa","Subject -, Partner -",3,"Trial_2",15,"Front","Back","Front","Back","None","None"
"Kisembo","Namukisa","Subject -, Partner -",3,"Trial_3",15,NA,"Back","Front","Back","None","None"
"Kisembo","Namukisa","Subject -, Partner -",3,"Trial_4",15,NA,"Back","Front","Back","None","None"
"Kisembo","Namukisa","Subject -, Partner -",3,"Trial_5",15,"Front","Back","Front","Back","None","None"
"Kisembo","Namukisa","Subject -, Partner -",3,"Trial_6",15,NA,"Back","Front","Back","None","None"
"Kisembo","Namukisa","Subject -, Partner -",3,"Trial_7",15,"Front","Back","Front","Back","None","None"
"Kisembo","Namukisa","Subject -, Partner -",3,"Trial_8",15,NA,"Back","Front","Back","None","None"
"Medina","Namukisa","Subject +, Partner +",4,"Filler_PC1",18,"Back",NA,"Back",NA,NA,"Back"
"Medina","Namukisa","Subject +, Partner +",4,"Filler_PC2",18,"Back",NA,"Back",NA,NA,"Back"
"Medina","Namukisa","Subject +, Partner +",4,"Filler_PC3",18,"Back",NA,"Back",NA,NA,"Back"
"Medina","Namukisa","Subject +, Partner +",4,"Filler_PC4",18,"Back",NA,"Back",NA,NA,"Back"
"Medina","Namukisa","Subject +, Partner +",4,"Filler_PE1",18,"Back",NA,"Back","Back",NA,"Back"
"Medina","Namukisa","Subject +, Partner +",4,"Filler_PE2",18,"Front",NA,"Front","Back",NA,"Front"
"Medina","Namukisa","Subject +, Partner +",4,"Filler_PE3",18,"Back",NA,"Back","Back",NA,"Back"
"Medina","Namukisa","Subject +, Partner +",4,"Filler_PE4",18,"Front",NA,"Front","Back",NA,"Front"
"Medina","Namukisa","Subject +, Partner +",4,"Trial_1",18,"Front","Front","Back","Back","Front","Back"
"Medina","Namukisa","Subject +, Partner +",4,"Trial_2",18,"Front","Front","Back","Front","Front","Back"
"Medina","Namukisa","Subject +, Partner +",4,"Trial_3",18,"Back","Back","Front","Back","Back","Front"
"Medina","Namukisa","Subject +, Partner +",4,"Trial_4",18,"Back","Back","Front","Back","Back","Front"
"Medina","Namukisa","Subject +, Partner +",4,"Trial_5",18,"Front","Front","Back","Front","Front","Back"
"Medina","Namukisa","Subject +, Partner +",4,"Trial_6",18,"Back","Back","Front","Back","Back","Front"
"Medina","Namukisa","Subject +, Partner +",4,"Trial_7",18,"Back","Back","Front","Back","Back","Front"
"Medina","Namukisa","Subject +, Partner +",4,"Trial_8",18,"Front","Front","Back","Front","Front","Back"
"Medina","Namukisa","Subject +, Partner -",3,"Filler_PC1",18,"Front",NA,"Front",NA,NA,"Front"
"Medina","Namukisa","Subject +, Partner -",3,"Filler_PC2",18,"Back",NA,"Back",NA,NA,"Back"
"Medina","Namukisa","Subject +, Partner -",3,"Filler_PC3",18,"Front",NA,"Front",NA,NA,"Front"
"Medina","Namukisa","Subject +, Partner -",3,"Filler_PC4",18,"Back",NA,"Back",NA,NA,"Back"
"Medina","Namukisa","Subject +, Partner -",3,"Filler_PE1",18,"Back",NA,"Back","Back",NA,"Back"
"Medina","Namukisa","Subject +, Partner -",3,"Filler_PE2",18,"Back",NA,"Back","Back",NA,"Back"
"Medina","Namukisa","Subject +, Partner -",3,"Filler_PE3",18,"Front",NA,"Front","Back",NA,"Front"
"Medina","Namukisa","Subject +, Partner -",3,"Filler_PE4",18,"Front",NA,"Front","Front",NA,"Front"
"Medina","Namukisa","Subject +, Partner -",3,"Trial_1",18,"Front","Front","Back","Front","Front","None"
"Medina","Namukisa","Subject +, Partner -",3,"Trial_2",18,"Front","Front","Back","Front","Front","None"
"Medina","Namukisa","Subject +, Partner -",3,"Trial_3",18,"Back","Back","Front","Back","Back","None"
"Medina","Namukisa","Subject +, Partner -",3,"Trial_4",18,"Back","Back","Front","Back","Back","None"
"Medina","Namukisa","Subject +, Partner -",3,"Trial_5",18,"Front","Front","Back","Front","Front","None"
"Medina","Namukisa","Subject +, Partner -",3,"Trial_6",18,"Back","Back","Front","Back","Back","None"
"Medina","Namukisa","Subject +, Partner -",3,"Trial_7",18,"Back","Back","Front","Back","Back","None"
"Medina","Namukisa","Subject +, Partner -",3,"Trial_8",18,"Front","Front","Back","Front","Front","None"
"Medina","Namukisa","Subject -, Partner +",1,"Filler_PC1",18,"Back",NA,"Back",NA,NA,"Back"
"Medina","Namukisa","Subject -, Partner +",1,"Filler_PC2",18,"Back",NA,"Back",NA,NA,"Back"
"Medina","Namukisa","Subject -, Partner +",1,"Filler_PC3",18,"Back",NA,"Back",NA,NA,"Back"
"Medina","Namukisa","Subject -, Partner +",1,"Filler_PC4",18,"Front",NA,"Front",NA,NA,"Front"
"Medina","Namukisa","Subject -, Partner +",1,"Filler_PE1",18,"Front",NA,"Front","Front",NA,"Front"
"Medina","Namukisa","Subject -, Partner +",1,"Filler_PE2",18,"Back",NA,"Back","Back",NA,"Back"
"Medina","Namukisa","Subject -, Partner +",1,"Filler_PE3",18,"Front",NA,"Front","Front",NA,"Front"
"Medina","Namukisa","Subject -, Partner +",1,"Filler_PE4",18,"Back",NA,"Back","Back",NA,"Back"
"Medina","Namukisa","Subject -, Partner +",1,"Trial_1",18,"Back","Front","Back","Front","None","Back"
"Medina","Namukisa","Subject -, Partner +",1,"Trial_2",18,"Front","Back","Front","Back","None","Front"
"Medina","Namukisa","Subject -, Partner +",1,"Trial_3",18,"Back","Front","Back","Back","None","Back"
"Medina","Namukisa","Subject -, Partner +",1,"Trial_4",18,"Front","Back","Front","Back","None","Front"
"Medina","Namukisa","Subject -, Partner +",1,"Trial_5",18,"Back","Front","Back","Back","None","Back"
"Medina","Namukisa","Subject -, Partner +",1,"Trial_6",18,"Front","Back","Front","Back","None","Front"
"Medina","Namukisa","Subject -, Partner +",1,"Trial_7",18,"Back","Front","Back","Front","None","Back"
"Medina","Namukisa","Subject -, Partner +",1,"Trial_8",18,"Front","Back","Front","Front","None","Front"
"Medina","Namukisa","Subject -, Partner -",2,"Filler_PC1",18,"Front",NA,"Front",NA,NA,"Front"
"Medina","Namukisa","Subject -, Partner -",2,"Filler_PC2",18,"Back",NA,"Back",NA,NA,"Back"
"Medina","Namukisa","Subject -, Partner -",2,"Filler_PC3",18,"Front",NA,"Front",NA,NA,"Front"
"Medina","Namukisa","Subject -, Partner -",2,"Filler_PC4",18,"Back",NA,"Back",NA,NA,"Back"
"Medina","Namukisa","Subject -, Partner -",2,"Filler_PE1",18,"Back",NA,"Back","Front",NA,"Back"
"Medina","Namukisa","Subject -, Partner -",2,"Filler_PE2",18,"Front",NA,"Front","Back",NA,"Front"
"Medina","Namukisa","Subject -, Partner -",2,"Filler_PE3",18,"Back",NA,"Back","Back",NA,"Back"
"Medina","Namukisa","Subject -, Partner -",2,"Filler_PE4",18,"Back",NA,"Back","Back",NA,"Back"
"Medina","Namukisa","Subject -, Partner -",2,"Trial_1",18,"Front","Back","Front","Back","None","None"
"Medina","Namukisa","Subject -, Partner -",2,"Trial_2",18,NA,"Back","Front","Back","None","None"
"Medina","Namukisa","Subject -, Partner -",2,"Trial_3",18,"Front","Front","Back","Front","None","None"
"Medina","Namukisa","Subject -, Partner -",2,"Trial_4",18,NA,"Back","Front","Back","None","None"
"Medina","Namukisa","Subject -, Partner -",2,"Trial_5",18,"Front","Front","Back","Front","None","None"
"Medina","Namukisa","Subject -, Partner -",2,"Trial_6",18,NA,"Front","Back","Front","None","None"
"Medina","Namukisa","Subject -, Partner -",2,"Trial_7",18,NA,"Back","Front","Back","None","None"
"Medina","Namukisa","Subject -, Partner -",2,"Trial_8",18,"Front","Front","Back","Front","None","None"
"Nakuu","Rambo","Subject +, Partner +",4,"Filler_PC1",8,"Back",NA,"Back",NA,NA,"Back"
"Nakuu","Rambo","Subject +, Partner +",4,"Filler_PC2",8,"Back",NA,"Back",NA,NA,"Back"
"Nakuu","Rambo","Subject +, Partner +",4,"Filler_PC3",8,"Back",NA,"Back",NA,NA,"Back"
"Nakuu","Rambo","Subject +, Partner +",4,"Filler_PC4",8,"Front",NA,"Front",NA,NA,"Front"
"Nakuu","Rambo","Subject +, Partner +",4,"Filler_PE1",8,"Front",NA,"Front","Back",NA,"Front"
"Nakuu","Rambo","Subject +, Partner +",4,"Filler_PE2",8,"Back",NA,"Back","Back",NA,"Back"
"Nakuu","Rambo","Subject +, Partner +",4,"Filler_PE3",8,"Front",NA,"Front","Front",NA,"Front"
"Nakuu","Rambo","Subject +, Partner +",4,"Filler_PE4",8,"Back",NA,"Back","Front",NA,"Back"
"Nakuu","Rambo","Subject +, Partner +",4,"Trial_1",8,"Back","Back","Front","Back","Back","Front"
"Nakuu","Rambo","Subject +, Partner +",4,"Trial_2",8,"Back","Back","Front","Back","Back","Front"
"Nakuu","Rambo","Subject +, Partner +",4,"Trial_3",8,"Front","Front","Back","Front","Front","Back"
"Nakuu","Rambo","Subject +, Partner +",4,"Trial_4",8,"Front","Front","Back","Front","Front","Back"
"Nakuu","Rambo","Subject +, Partner +",4,"Trial_5",8,"Back","Back","Front","Back","Back","Front"
"Nakuu","Rambo","Subject +, Partner +",4,"Trial_6",8,"Front","Front","Back","Front","Front","Back"
"Nakuu","Rambo","Subject +, Partner +",4,"Trial_7",8,"Front","Front","Back","Front","Front","Back"
"Nakuu","Rambo","Subject +, Partner +",4,"Trial_8",8,"Back","Back","Front","Back","Back","Front"
"Nakuu","Rambo","Subject +, Partner -",1,"Filler_PC1",8,"Front",NA,"Front",NA,NA,"Front"
"Nakuu","Rambo","Subject +, Partner -",1,"Filler_PC2",8,"Back",NA,"Back",NA,NA,"Back"
"Nakuu","Rambo","Subject +, Partner -",1,"Filler_PC3",8,"Front",NA,"Front",NA,NA,"Front"
"Nakuu","Rambo","Subject +, Partner -",1,"Filler_PC4",8,"Back",NA,"Back",NA,NA,"Back"
"Nakuu","Rambo","Subject +, Partner -",1,"Filler_PE1",8,"Back",NA,"Back","Back",NA,"Back"
"Nakuu","Rambo","Subject +, Partner -",1,"Filler_PE2",8,"Front",NA,"Front","Back",NA,"Front"
"Nakuu","Rambo","Subject +, Partner -",1,"Filler_PE3",8,"Back",NA,"Back","Back",NA,"Back"
"Nakuu","Rambo","Subject +, Partner -",1,"Filler_PE4",8,"Front",NA,"Front","Back",NA,"Front"
"Nakuu","Rambo","Subject +, Partner -",1,"Trial_1",8,"Front","Front","Back","Front","Front","None"
"Nakuu","Rambo","Subject +, Partner -",1,"Trial_2",8,"Front","Front","Back","Front","Front","None"
"Nakuu","Rambo","Subject +, Partner -",1,"Trial_3",8,"Back","Back","Front","Back","Back","None"
"Nakuu","Rambo","Subject +, Partner -",1,"Trial_4",8,"Back","Back","Front","Back","Back","None"
"Nakuu","Rambo","Subject +, Partner -",1,"Trial_5",8,"Front","Front","Back","Front","Front","None"
"Nakuu","Rambo","Subject +, Partner -",1,"Trial_6",8,"Back","Back","Front","Back","Back","None"
"Nakuu","Rambo","Subject +, Partner -",1,"Trial_7",8,"Back","Back","Front","Back","Back","None"
"Nakuu","Rambo","Subject +, Partner -",1,"Trial_8",8,"Front","Front","Back","Front","Front","None"
"Nakuu","Rambo","Subject -, Partner -",3,"Filler_PC1",8,"Front",NA,"Front",NA,NA,"Front"
"Nakuu","Rambo","Subject -, Partner -",3,"Filler_PC2",8,"Back",NA,"Back",NA,NA,"Back"
"Nakuu","Rambo","Subject -, Partner -",3,"Filler_PC3",8,"Front",NA,"Front",NA,NA,"Front"
"Nakuu","Rambo","Subject -, Partner -",3,"Filler_PC4",8,"Back",NA,"Back",NA,NA,"Back"
"Nakuu","Rambo","Subject -, Partner -",3,"Filler_PE1",8,"Back",NA,"Back","Front",NA,"Back"
"Nakuu","Rambo","Subject -, Partner -",3,"Filler_PE2",8,"Front",NA,"Front","Front",NA,"Front"
"Nakuu","Rambo","Subject -, Partner -",3,"Filler_PE3",8,"Back",NA,"Back","Front",NA,"Back"
"Nakuu","Rambo","Subject -, Partner -",3,"Filler_PE4",8,"Front",NA,"Front","Back",NA,"Front"
"Nakuu","Rambo","Subject -, Partner -",3,"Trial_1",8,NA,"Back","Front","Back","None","None"
"Nakuu","Rambo","Subject -, Partner -",3,"Trial_2",8,"Front","Back","Front","Front","None","None"
"Nakuu","Rambo","Subject -, Partner -",3,"Trial_3",8,NA,"Back","Front","Back","None","None"
"Nakuu","Rambo","Subject -, Partner -",3,"Trial_4",8,"Front","Front","Back","Front","None","None"
"Nakuu","Rambo","Subject -, Partner -",3,"Trial_5",8,"Front","Front","Back","Front","None","None"
"Nakuu","Rambo","Subject -, Partner -",3,"Trial_6",8,NA,"Front","Back","Front","None","None"
"Nakuu","Rambo","Subject -, Partner -",3,"Trial_7",8,"Front","Front","Back","Front","None","None"
"Nakuu","Rambo","Subject -, Partner -",3,"Trial_8",8,NA,"Front","Back","Front","None","None"
"Nakuu","Rutoto","Subject -, Partner +",2,"Filler_PC1",8,"Back",NA,"Back",NA,NA,"Back"
"Nakuu","Rutoto","Subject -, Partner +",2,"Filler_PC2",8,"Back",NA,"Back",NA,NA,"Back"
"Nakuu","Rutoto","Subject -, Partner +",2,"Filler_PC3",8,"Back",NA,"Back",NA,NA,"Back"
"Nakuu","Rutoto","Subject -, Partner +",2,"Filler_PC4",8,"Front",NA,"Front",NA,NA,"Front"
"Nakuu","Rutoto","Subject -, Partner +",2,"Filler_PE1",8,"Back",NA,"Back","Front",NA,"Back"
"Nakuu","Rutoto","Subject -, Partner +",2,"Filler_PE2",8,"Back",NA,"Back","Back",NA,"Back"
"Nakuu","Rutoto","Subject -, Partner +",2,"Filler_PE3",8,"Back",NA,"Back","Back",NA,"Back"
"Nakuu","Rutoto","Subject -, Partner +",2,"Filler_PE4",8,"Back",NA,"Back","Front",NA,"Back"
"Nakuu","Rutoto","Subject -, Partner +",2,"Trial_1",8,"Back","Front","Back","Back","None","Back"
"Nakuu","Rutoto","Subject -, Partner +",2,"Trial_2",8,"Front","Back","Front","Front","None","Front"
"Nakuu","Rutoto","Subject -, Partner +",2,"Trial_3",8,"Front","Back","Front","Back","None","Front"
"Nakuu","Rutoto","Subject -, Partner +",2,"Trial_4",8,"Front","Back","Front","Back","None","Front"
"Nakuu","Rutoto","Subject -, Partner +",2,"Trial_5",8,"Front","Back","Front","Front","None","Front"
"Nakuu","Rutoto","Subject -, Partner +",2,"Trial_6",8,"Back","Front","Back","Front","None","Back"
"Nakuu","Rutoto","Subject -, Partner +",2,"Trial_7",8,"Front","Back","Front","Back","None","Front"
"Nakuu","Rutoto","Subject -, Partner +",2,"Trial_8",8,"Back","Back","Front","Back","None","Back"
"Nani","Rambo","Subject +, Partner +",2,"Filler_PC1",3,"Back",NA,"Back",NA,NA,"Back"
